sample_name	library_ID	BioProject accession	title	tissue	geographic location	sex	isolate	Lat	Lon	Anem_ID	Collection_Date	Size	Size_type	Tail_color	dev_stage	Collector	Notes	library_strategy	LibraryName	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
APCL13_097_L1658	L1658	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.810726	124.764624	55	2013-05-25	10.1	FL	O	adult	MLP		RAD-Seq	L1658	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1658.F.fq.gz	APCL_L1658.R1.fq.gz
APCL13_352_L1660	L1660	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.858381	124.7244	206	2013-05-29	6.7	FL	YP	adult	MLP		RAD-Seq	L1660	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1660.F.fq.gz	APCL_L1660.R1.fq.gz
APCL13_183_L1661	L1661	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633416	124.777017	101	2013-05-26	3.2	FL	W	NA	MLP		RAD-Seq	L1661	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1661.F.fq.gz	APCL_L1661.R1.fq.gz
APCL13_185_L1662	L1662	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633435	124.777043	103	2013-05-26	3.1	FL	W	NA	MLP		RAD-Seq	L1662	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1662.F.fq.gz	APCL_L1662.R1.fq.gz
APCL13_189_L1663	L1663	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87405	124.711052	105	2013-05-27	3.5	FL	YR	NA	MLP		RAD-Seq	L1663	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1663.F.fq.gz	APCL_L1663.R1.fq.gz
APCL13_324_L1664	L1664	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.854981	124.727633	190	2013-05-29	5.7	FL	YP	adult	MLP		RAD-Seq	L1664	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1664.F.fq.gz	APCL_L1664.R1.fq.gz
APCL13_327_L1665	L1665	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855057	124.727391	192	2013-05-29	3.9	FL	YR	NA	MLP		RAD-Seq	L1665	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1665.F.fq.gz	APCL_L1665.R1.fq.gz
APCL13_367_L1666	L1666	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.85624	124.725881	214	2013-05-29	6.8	FL	YP	adult	MLP	#367 sort of looks sampled already	RAD-Seq	L1666	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1666.F.fq.gz	APCL_L1666.R1.fq.gz
APCL13_385_L1669	L1669	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869028	124.716467	222	2013-05-30	7.7	FL	YP	adult	MLP		RAD-Seq	L1669	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1669.F.fq.gz	APCL_L1669.R1.fq.gz
APCL13_395_L1670	L1670	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869125	124.716392	228	2013-05-30	6.4	FL	YP	adult	MLP		RAD-Seq	L1670	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1670.F.fq.gz	APCL_L1670.R1.fq.gz
APCL13_400_L1671	L1671	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869159	124.716338	232	2013-05-30	9	FL	O	adult	MLP	#400 had an all orange tail with a clear trailing edge	RAD-Seq	L1671	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1671.F.fq.gz	APCL_L1671.R1.fq.gz
APCL13_402_L1672	L1672	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869159	124.716338	232	2013-05-30	9.2	FL	YP	adult	MLP		RAD-Seq	L1672	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1672.F.fq.gz	APCL_L1672.R1.fq.gz
APCL13_002_L1673	L1673	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.744929	124.785858	2	2013-05-22	4.8	FL	Y	NA	MLP		RAD-Seq	L1673	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1673.F.fq.gz	APCL_L1673.R1.fq.gz
APCL13_003_L1674	L1674	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.744929	124.785858	2	2013-05-22	9.6	FL	Y	adult	MLP		RAD-Seq	L1674	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1674.F.fq.gz	APCL_L1674.R1.fq.gz
APCL13_426_L1675	L1675	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.86983	124.715916	250	2013-05-30	5.9	FL	W	NA	MLP		RAD-Seq	L1675	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1675.F.fq.gz	APCL_L1675.R1.fq.gz
APCL13_005_L1676	L1676	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.744983	124.785767	4	2013-05-22	7.8	FL	Y	adult	MLP		RAD-Seq	L1676	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1676.F.fq.gz	APCL_L1676.R1.fq.gz
APCL13_461_L1677	L1677	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873783	124.710859	NA	2013-05-31	10.4	FL	YP	adult	MLP	fish were not close to any visible anem	RAD-Seq	L1677	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1677.F.fq.gz	APCL_L1677.R1.fq.gz
APCL14_489_L1678	L1678	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.857641	124.725062	674	2014-06-26	4.3	FL	WR	NA	MRS		RAD-Seq	L1678	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1678.F.fq.gz	APCL_L1678.R1.fq.gz
APCL14_501_L1679	L1679	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809252	124.765348	699	2014-06-28	5.6	FL	Y	NA	MRS		RAD-Seq	L1679	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1679.F.fq.gz	APCL_L1679.R1.fq.gz
APCL14_504_L1680	L1680	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798448	124.768651	702	2014-06-29	7.6	FL	O	adult	MRS		RAD-Seq	L1680	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1680.F.fq.gz	APCL_L1680.R1.fq.gz
APCL14_522_L1681	L1681	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769081	124.783681	712	2014-06-29	3.8	FL	YR	NA	MRS		RAD-Seq	L1681	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1681.F.fq.gz	APCL_L1681.R1.fq.gz
APCL14_526_L1682	L1682	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769317	124.783583	714	2014-06-29	8.5	FL	YP	adult	MRS		RAD-Seq	L1682	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1682.F.fq.gz	APCL_L1682.R1.fq.gz
APCL14_519_L1683	L1683	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768829	124.783754	711	2014-06-29	3.8	FL	YR	NA	MRS		RAD-Seq	L1683	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1683.F.fq.gz	APCL_L1683.R1.fq.gz
APCL14_466_L1684	L1684	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855564	124.726863	NA	2014-06-26	5.6	FL	YR	NA	MRS	AnemID was marked as "?". It was a very busy dive and Michelle missed what number it was. Col1 was marked as "R" originally.	RAD-Seq	L1684	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1684.F.fq.gz	APCL_L1684.R1.fq.gz
APCL14_469_L1685	L1685	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855977	124.726304	690	2014-06-26	8.5	FL	YP	adult	MRS		RAD-Seq	L1685	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1685.F.fq.gz	APCL_L1685.R1.fq.gz
APCL14_471_L1686	L1686	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.856004	124.726365	200	2014-06-26	6.4	FL	O	adult	MRS		RAD-Seq	L1686	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1686.F.fq.gz	APCL_L1686.R1.fq.gz
APCL13_043_L1687	L1687	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756597	124.78595	25	2013-05-23	7.6	FL	YP	adult	MLP		RAD-Seq	L1687	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1687.F.fq.gz	APCL_L1687.R1.fq.gz
APCL13_082_L1688	L1688	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769329	124.783568	46	2013-05-24	8.4	FL	O	adult	MLP		RAD-Seq	L1688	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1688.F.fq.gz	APCL_L1688.R1.fq.gz
APCL13_123_L1689	L1689	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798979	124.768612	67	2013-05-25	4.2	FL	YR	NA	MLP		RAD-Seq	L1689	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1689.F.fq.gz	APCL_L1689.R1.fq.gz
APCL13_235_L1690	L1690	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874435	124.710719	129	2013-05-27	2.1	FL	YR	NA	MLP		RAD-Seq	L1690	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1690.F.fq.gz	APCL_L1690.R1.fq.gz
APCL13_328_L1691	L1691	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855057	124.727391	192	2013-05-29	6.1	FL	YP	adult	MLP		RAD-Seq	L1691	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1691.F.fq.gz	APCL_L1691.R1.fq.gz
APCL13_339_L1692	L1692	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855982	124.726333	200	2013-05-29	7.4	FL	O	adult	MLP		RAD-Seq	L1692	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1692.F.fq.gz	APCL_L1692.R1.fq.gz
APCL13_347_L1693	L1693	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.857512	124.724867	204	2013-05-29	6.8	FL	O	adult	MLP		RAD-Seq	L1693	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1693.F.fq.gz	APCL_L1693.R1.fq.gz
APCL13_353_L1694	L1694	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.858381	124.7244	206	2013-05-29	3.6	FL	YR	NA	MLP		RAD-Seq	L1694	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1694.F.fq.gz	APCL_L1694.R1.fq.gz
APCL13_383_L1695	L1695	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.85673	124.725313	221	2013-05-29	6.1	FL	W	NA	MLP		RAD-Seq	L1695	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1695.F.fq.gz	APCL_L1695.R1.fq.gz
APCL13_409_L1696	L1696	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869321	124.716396	238	2013-05-30	2.8	FL	YR	NA	MLP		RAD-Seq	L1696	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1696.F.fq.gz	APCL_L1696.R1.fq.gz
APCL13_411_L1697	L1697	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869481	124.716266	240	2013-05-30	7.9	FL	YR	adult	MLP		RAD-Seq	L1697	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1697.F.fq.gz	APCL_L1697.R1.fq.gz
APCL13_442_L1698	L1698	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873895	124.710503	254	2013-05-31	2.7	FL	YR	NA	MLP		RAD-Seq	L1698	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1698.F.fq.gz	APCL_L1698.R1.fq.gz
APCL13_450_L1699	L1699	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873751	124.710786	257	2013-05-31	7.7	FL	O	adult	MLP		RAD-Seq	L1699	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1699.F.fq.gz	APCL_L1699.R1.fq.gz
APCL13_454_L1700	L1700	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873714	124.710803	259	2013-05-31	2.5	FL	W	NA	MLP		RAD-Seq	L1700	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1700.F.fq.gz	APCL_L1700.R1.fq.gz
APCL14_126_L1701	L1701	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable			450	2014-06-16	8.1	FL	O	adult	MRS	There is no GPS data for these samples, I think the unit submerged for these minutes	RAD-Seq	L1701	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1701.F.fq.gz	APCL_L1701.R1.fq.gz
APCL14_503_L1702	L1702	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798713	124.768576	701	2014-06-29	4.8	FL	YR	NA	MRS		RAD-Seq	L1702	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1702.F.fq.gz	APCL_L1702.R1.fq.gz
APCL14_507_L1703	L1703	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798448	124.768651	702	2014-06-29	8.4	FL	Y	adult	MRS		RAD-Seq	L1703	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1703.F.fq.gz	APCL_L1703.R1.fq.gz
APCL14_510_L1704	L1704	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76727	124.784808	705	2014-06-29	4.4	FL	WR	NA	MRS		RAD-Seq	L1704	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1704.F.fq.gz	APCL_L1704.R1.fq.gz
APCL14_513_L1706	L1706	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768455	124.784026	707	2014-06-29	4.6	FL	Y	NA	MRS		RAD-Seq	L1706	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1706.F.fq.gz	APCL_L1706.R1.fq.gz
APCL14_514_L1707	L1707	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768484	124.784005	708	2014-06-29	4.1	FL	WR	NA	MRS		RAD-Seq	L1707	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1707.F.fq.gz	APCL_L1707.R1.fq.gz
APCL14_520_L1708	L1708	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769081	124.783681	712	2014-06-29	7.3	FL	O	adult	MRS		RAD-Seq	L1708	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1708.F.fq.gz	APCL_L1708.R1.fq.gz
APCL14_527_L1709	L1709	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769186	124.783696	715	2014-06-29	4.2	FL	WR	NA	MRS		RAD-Seq	L1709	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1709.F.fq.gz	APCL_L1709.R1.fq.gz
APCL14_530_L1710	L1710	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769002	124.783737	716	2014-06-29	6.4	FL	Y	NA	MRS		RAD-Seq	L1710	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1710.F.fq.gz	APCL_L1710.R1.fq.gz
APCL14_534_L1711	L1711	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755992	124.785637	720	2014-07-01	4.1	FL	WR	NA	MRS		RAD-Seq	L1711	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1711.F.fq.gz	APCL_L1711.R1.fq.gz
APCL14_535_L1712	L1712	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755818	124.78553	721	2014-07-01	4.5	FL	Y	NA	MRS		RAD-Seq	L1712	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1712.F.fq.gz	APCL_L1712.R1.fq.gz
APCL14_496_L1713	L1713	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809147	124.765319	697	2014-06-28	9.1	FL	O	adult	MRS		RAD-Seq	L1713	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1713.F.fq.gz	APCL_L1713.R1.fq.gz
APCL14_528_L1714	L1714	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769154	124.783695	NA	2014-06-29	9	FL	O	adult	MRS		RAD-Seq	L1714	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1714.F.fq.gz	APCL_L1714.R1.fq.gz
APCL14_532_L1715	L1715	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756173	124.785643	718	2014-07-01	3.8	FL	WR	NA	MRS		RAD-Seq	L1715	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1715.F.fq.gz	APCL_L1715.R1.fq.gz
APCL14_538_L1716	L1716	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755036	124.785063	34	2014-07-01	7.5	FL	O	adult	MRS		RAD-Seq	L1716	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1716.F.fq.gz	APCL_L1716.R1.fq.gz
APCL14_559_L1717	L1717	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874451	124.710608	132	2014-07-02	7.2	FL	Y	adult	MRS		RAD-Seq	L1717	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1717.F.fq.gz	APCL_L1717.R1.fq.gz
APCL13_057_L1718	L1718	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.754999	124.785127	35	2013-05-23	3.2	FL	YR	NA	MLP		RAD-Seq	L1718	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1718.F.fq.gz	APCL_L1718.R1.fq.gz
APCL13_087_L1719	L1719	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.743478	124.786654	50	2013-05-24	9.8	FL	O	adult	MLP		RAD-Seq	L1719	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1719.F.fq.gz	APCL_L1719.R1.fq.gz
APCL13_130_L1720	L1720	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798464	124.76871	71	2013-05-25	6.8	FL	O	adult	MLP		RAD-Seq	L1720	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1720.F.fq.gz	APCL_L1720.R1.fq.gz
APCL13_333_L1721	L1721	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855341	124.726871	195	2013-05-29	6.9	FL	YP	adult	MLP		RAD-Seq	L1721	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1721.F.fq.gz	APCL_L1721.R1.fq.gz
APCL13_334_L1722	L1722	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855401	124.726892	196	2013-05-29	8.9	FL	O	adult	MLP		RAD-Seq	L1722	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1722.F.fq.gz	APCL_L1722.R1.fq.gz
APCL13_651_L1725	L1725	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.860768	124.72113	NA	2013-06-04	7.7	FL	O	adult	MLP	on sand, not even close to the reef, so couldn't tag	RAD-Seq	L1725	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1725.F.fq.gz	APCL_L1725.R1.fq.gz
APCL14_307_L1728	L1728	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.635035	124.776226	568	2014-06-22	4.8	FL	YR	NA	MRS		RAD-Seq	L1728	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1728.F.fq.gz	APCL_L1728.R1.fq.gz
APCL14_425_L1729	L1729	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871701	124.713919	653	2014-06-24	5.2	FL	WR	NA	MRS		RAD-Seq	L1729	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1729.F.fq.gz	APCL_L1729.R1.fq.gz
APCL14_442_L1732	L1732	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871634	124.714112	667	2014-06-24	5	FL	WR	NA	MRS		RAD-Seq	L1732	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1732.F.fq.gz	APCL_L1732.R1.fq.gz
APCL13_565_L1735	L1735	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633601	124.776791	311	2013-06-03	9.6	FL	YP	adult	MLP		RAD-Seq	L1735	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1735.F.fq.gz	APCL_L1735.R1.fq.gz
APCL13_584_L1736	L1736	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633996	124.776721	320	2013-06-03	8.2	FL	O	adult	MLP		RAD-Seq	L1736	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1736.F.fq.gz	APCL_L1736.R1.fq.gz
APCL13_587_L1737	L1737	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63402	124.776658	321	2013-06-03	9.1	FL	O	adult	MLP	dark fish, took photos	RAD-Seq	L1737	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1737.F.fq.gz	APCL_L1737.R1.fq.gz
APCL14_006_L1738	L1738	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.742899	124.787067	284	2014-06-07	8.8	FL	O	adult	MLP		RAD-Seq	L1738	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1738.F.fq.gz	APCL_L1738.R1.fq.gz
APCL14_032_L1739	L1739	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652397	124.78372	394	2014-06-12	9.6	FL	WR	adult	MRS		RAD-Seq	L1739	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1739.F.fq.gz	APCL_L1739.R1.fq.gz
APCL14_049_L1740	L1740	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63357	124.776796	406	2014-06-12	8.8	FL	YR	adult	MRS	multiple pieces	RAD-Seq	L1740	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1740.F.fq.gz	APCL_L1740.R1.fq.gz
APCL14_153_L1741	L1741	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.632948	124.776961	468	2014-06-16	8.4	FL	O	adult	MRS	2016-01-11: this sample was missing from the spreadsheet, added today	RAD-Seq	L1741	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1741.F.fq.gz	APCL_L1741.R1.fq.gz
APCL14_253_L1742	L1742	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.634	124.776612	534	2014-06-22	9.3	FL	O	adult	MRS		RAD-Seq	L1742	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1742.F.fq.gz	APCL_L1742.R1.fq.gz
